Store Name,Street1,Street2,City,State,Zip,County,Phone
ROYAL CARE DRUGS INC,13671 41St Ave,,Flushing,NY,11355,Queens,718-888-0004
Royal Care Pharmacy,127 E. 110Th St,,New York,NY,10029,New York,212-996-0055
RRS DRUG CORP,14 Mount Eden Ave,,Bronx,NY,10452,Bronx,718-299-1000
RS Farma Inc,1003 Ogden Ave,,Bronx,NY,10452,Bronx,718-618-7477
RS GROUP NY CORP,2452-A Eastchester Road,,Bronx,NY,10469,Bronx,718-569-5040
RSI Pharmacy Inc,333 South Broadway,,Hicksville,NY,11801,Nassau,516-933-3322
RSNP Corporation,1781 Jerome Ave,,Bronx,NY,10453,Bronx,718-294-5070
RSP Apothecary Inc,87-08 Justice Ave,,Elmhurst,NY,11373,Queens,718-429-4411
Rubex Drugs Inc,81-19 41 Avenue,,Elmhurst,NY,11373,Queens,718-397-0776
Rugby Pharmacy Inc,949 Coney Island Ave,,Brooklyn,NY,11230,Kings,718-703-1800
RUSARX PHARMACY CORP,342 E 149Th Street,,Bronx,NY,10451,Bronx,718-292-1212
RUTLAND PHARMACY LLC,964 Rutland Rd,,Brooklyn,NY,11212,Kings,718-774-9613
Rx 2000 Inc,2325 First Ave.,Abs561997,New York,NY,10035,New York,212-289-8839
Rx Beyond Inc,42-69 Main Street,,Flushing,NY,11355,Queens,718-353-0060
RX BOX PHARMACY CORP,3265 Richmond Ave,,Staten Island,NY,10312,Richmond,718-500-3269
RX CENTER INC,5700 Mosholu Avenue,,Bronx,NY,10471,Bronx,718-549-8288
Rx Choice Pharmacy Inc,1908 Avenue U,,Brooklyn,NY,11229,Kings,718-368-1190
RX CIRCLE PHARMACY CORP,5001 7Th Ave.,,Brooklyn,NY,11220,Kings,718-686-8280
RX Consultant Pharmacy Inc,728C North Main Street,Abs736053,Spring Valley,NY,10977,Rockland,845-354-9320
RX EXPRESS PHARMA LLC,12307 Liberty Ave,,Jamaica,NY,11419,Queens,718-322-7320
Rx Masters Inc,14-37 Webster Ave.,,Bronx,NY,10456,Bronx,718-293-0800
RX ONE PHARMACY LLC,14-18 Elizabeth Street Unit 15,,New York,NY,10013,New York,646-490-4920
Rx Prospect Pharmacy LLC,1367 Rockaway Parkway,,Brooklyn,NY,11236,Kings,718-975-4666
Rx Scripts Inc,176 Lee Avenue,,Brooklyn,NY,11211,Kings,718-855-3070
RX SOLUTIONS PHARMACY INC,2A East 167Th Street,,Bronx,NY,10452,Bronx,347-963-9700
RX WAREHOUSE PHARMACY INC,7724 New Utrecht Avenue,,Brooklyn,NY,11214,Kings,718-236-1212
RXMK Corp,210 Avenue U,Abs738760,Brooklyn,NY,11223,Kings,718-373-4100
Ryan Drugs LLC,801A Amsterdam Avenue,,New York,NY,10025,New York,212-678-0084
RYTE DRUGS CORP,123-18 Jamaica Avenue,,Richmond Hill,NY,11418,Queens,718-441-4660
S and E Drugs Inc,1200 Fulton Street,,Brooklyn,NY,11216,Kings,718-398-9000
S and I Right Choice Pharmacy,8401 101St Ave,,Ozone,NY,11416,Queens,718-845-0042
S and J Pharmacy Corp,3921 Broadway,,New York,NY,10032,New York,212-928-6342
S and K WARBASSE PHARMACY INC,499 Neptune Avenue,,Brooklyn,NY,11224,Kings,718-449-5177
S and M Drugs,8912 3Rd Avenue,,Brooklyn,NY,11209,Kings,718-836-1400
S and M Pharmacy Inc,68-50 Main Street,Abs734273,Flushing,NY,11367,Queens,718-544-4656
S AND N NYC INC,938 E Gun Hill Rd,,Bronx,NY,10469,Bronx,347-346-5360
S and P Pharmacy Corporation,2029 Bath Ave,Abs743465,Brooklyn,NY,11214,Kings,929-333-9306
S H Drugs,210 Nagle Ave,,New York,NY,10034,New York,212-942-0202
S.V.R.H. PHARMACY,161 Smith St,,Brooklyn,NY,11201,Kings,718-596-1688
S.V.R.H. PHARMACY,161 Smith Street,,Brooklyn,NY,11201,Kings,718-596-1688
Saab Pharmacy Inc,291 Neptune Ave,,Brooklyn,NY,11235,Kings,718-332-5577
Saar Pharmacy Inc,602 Wellwood Ave,,Lindenhurst,NY,11757,Suffolk,631-450-4404
SADDIQUI CORPORATION,1109 Coney Island Ave,Abs743665,Brooklyn,NY,11230,Kings,718-434-4649
Safa Drugs Incorporated,165-23 Hillside Ave,Abs767998,Jamaica,NY,11432,Queens,718-739-0940
Safe Health Pharmacy Corp,758 61St Street,Suite 1A,Brooklyn,NY,11220,Kings,718-632-8299
SAFETY DRUGS OF BENSONHURST INC,6404 18Th Avenue,,Brooklyn,NY,11204,Kings,718-236-5705
Safeway Pharmacy Inc,493 E 138Th St,,Bronx,NY,10454,Bronx,718-401-8308
Sai Apteka Pharmacy Inc,151 Nassau Ave,,Brooklyn,NY,11222,Kings,718-349-8989
SAI GAURI PHARMACY LLC,753 Commack Road,,Brentwood,NY,11717,Suffolk,631-299-0213
Sai RX Mart LLC,173 Broad St,,Staten Island,NY,10304,Richmond,718-447-4127
Sainath Pharmacy Inc.,200C West 231 St.,,Bronx,NY,10463,New York,718-432-2240
SALAAM PHARMACY,155 Crystal St.,,Brooklyn,NY,11208,Kings,718-484-8157
Salbardo Drugs Inc,106-07 Corona Ave,,Corona,NY,11368,Queens,718-699-5099
SAMANTHAS PHARMACY INC,91-01 43Rd Avenue,,Elmhurst,NY,11373,Queens,718-426-1073
SAMP RX INC,4704 White Plains Rd,,Bronx,NY,10470,Bronx,718-324-0555
Samsak Pharmacy Corp,906 East 180Th Street,,Bronx,NY,10460,Bronx,718-450-8759
SAN ISIDRO EC CORP,35-04C Junction Blvd,,Corona,NY,11368,Queens,718-424-4538
SAN PEDRO CLAVER PHARMACY INC,99-08 37Th Avenue,,Corona,NY,11368,Queens,929-349-1233
San Remo Pharmacy,603 East Main Street,,Bayshore,NY,11706,Suffolk,631-665-2229
SAN RX INC,801 Nostrand Ave,,Brooklyn,NY,11225,Kings,718-953-4548
SAND CASTLE PHARMACY and SURGICAL SUPPLY INC,711 B Seagirt Ave,,Far Rockaway,NY,11691,Queens,718-327-4300
Santa Fe Pharmacy Inc,88-31 37Th Ave,,Jackson Heights,NY,11372,Queens,718-651-7400
Santa Isabel Pharmacy,145 Sherman Ave,,New York,NY,10034,New York,212-567-1444
Santa Maria Pharmacy Inc,255 S. 2Nd. St.,,Brooklyn,NY,11211,Kings,718-388-0745
Saratoga Rx LLC,192 Lyell Ave,,Rochester,NY,14608,Monroe,585-458-2326
Sav Pharmacy Inc,1001 Church Ave,,Brooklyn,NY,11218,Kings,718-856-2976
SBS 2 LLC,7119 5Th Ave,,Brooklyn,NY,11209,Kings,718-745-7119
SBSC LLC,6910 3Rd Avenue,,Brooklyn,NY,11209,Kings,718-680-2229
SBV Pharmacy Corp,217 East 106Th,,New York,NY,10029,New York,212-534-1939
Scheer Rx Inc,1343 East Gunhill Road,,Bronx,NY,10469,Bronx,718-655-5558
Script Rx Inc,72 E. 167Th St.,Abs532719,Bronx,NY,10452,Bronx,718-538-8100
SCRIPTS PLUS INC,10 Central Ave,,Ilion,NY,13357,Herkimer,315-894-7283
Scriptx Inc,14 N Broadway,,Yonkers,NY,10701,Westchester,914-969-5880
SEA J PHARMACY CORP,765 Morris Park Ave,,Bronx,NY,10462,Bronx,718-823-6378
SECOND AVE PHARMACY,249 E 115Th St,,New York,NY,10029,New York,212-876-8300
SECOND AVE PHARMACY,249 E 115Th Street,,New York,NY,10029,New York,212-876-8300
Sedgwick Pharmacy Inc,3887 Sedgwick Ave,,Bronx,NY,10463,Bronx,718-543-3116
SEERLO INC,355 Myrtle Ave,,Brooklyn,NY,11205,Kings,718-855-2292
SEEROUR LLC,820 Wyckoff Ave,,Brooklyn,NY,11237,Kings,718-456-3156
Sem and Sam Corp,1071 Ogden Ave,,Bronx,NY,10452,Bronx,718-410-9113
SENECA HEALTH INC,714 Seneca Ave,,Ridgewood,NY,11385,Queens,929-295-0424
SEOUL PHARMACY INC,149-03 Northern Blvd,,Flushing,NY,11354,Queens,718-888-0101
Servaid Corp,438 E 149Th Street,,Bronx,NY,10455,Bronx,718-483-9891
Seven Hills Drugs Inc.,165 W 127Th St,,New York,NY,10027,New York,212-666-3600
SEVEN HILLS PHARMACY INC,"1575 Hillside Avenue, Suite 105",,New Hyde Park,NY,11040,Nassau,516-354-5641
Seventh Elm Drug Corp,56 7Th Ave,,New York,NY,10011,New York,212-255-6100
SHAFY PHARMACY INC,1106 Saint Johns Place,,Brooklyn,NY,11213,Kings,718-221-4805
Shakti Pharmacy Inc,113 W Kingsbridge Road,,New York,NY,10468,New York,718-432-3180
Shaloms Pharmacy Inc,1106 Avenue K,,Brooklyn,NY,11230,Kings,718-253-4900
Shanti Pharmacy Corp,5105 Church Ave,,Brooklyn,NY,11203,Kings,718-922-3400
SHAZIA PHARMACY INC,3166 Coney Island Avenue A2,,Brooklyn,NY,11235,Kings,718-872-6090
SHEEZAN DRUGS INC,7432 Broadway,,Elmhurst,NY,11373,Queens,718-426-4080
Shepherd Ave Drug Inc,990 Sutter Ave,,Brooklyn,NY,11208,Kings,718-277-0800
Sherman Pharmacy 2 Inc,58-10 Myrtle Avenue,,Ridgewood,NY,11385,Queens,718-628-8190
Sherman Pharmacy Corp,232A Sherman Ave,,New York,NY,10034,New York,212-567-1115
SHILPA SAKETH INC,432 Montauk Hwy,,West Islip,NY,11795,Suffolk,631-482-9209
SHIPMANS PHARMACY INC,210 South Franklin Street,,Hempstead,NY,11550,Nassau,516-483-1767
Shivshakti Rx LLC,2200 Grand Concourse,,Bronx,NY,10457,Bronx,718-220-2748
SHOP N SAVE PHARMACY INC,72-06 Main Street,,Flushing,NY,11367,Queens,718-674-6220
Shoreview Specialty Inc,1853 Cropsey Ave,Abs717391,Brooklyn,NY,11214,Kings,718-265-4646
SHREE RUSHIN RX INC,542 Southern Blvd.,,Bronx,NY,10455,Bronx,718-665-6771
Shreejee Rx Inc,384 Graham Ave,,Brooklyn,NY,11211,Kings,718-389-8015
SHRI GURUDUTTA DRUGS INC,3750A Third Avenue,,Bronx,NY,10456,Bronx,718-293-8810
Sidhi Rx Inc,1913 Nostrand Ave,,Brooklyn,NY,11226,Kings,718-282-2956
SIDNEY PHARMACY INC,122 Gramatan Ave,,Mount Vernon,NY,10550,Westchester,914-371-1967
SILVER CARE PHARMACY INC,38-19 Union Street #102,,Flushing,NY,11354,Queens,718-445-8585
Simba Hill Pharmacy Corp,204-14 Hillside Ave,,Hollis,NY,11423,Queens,718-464-4066
Simpson Pharmacy Inc,1014 A Westchester Ave.,Abs613204,Bronx,NY,10459,Bronx,718-328-1080
Sims Pharma Inc,1711 Pitkin Avenue,,Brooklyn,NY,11212,Kings,718-346-7200
Simz Pharmacy Inc,556 Morris Ave,,Bronx,NY,10451,Bronx,718-401-7200
Sister Discount Corp,1401 Webster Ave,,Bronx,NY,10456,Bronx,917-698-3683
Siya Rx Inc,206 1St Avenue,,New York,NY,10009,New York,212-253-8686
SJS Pharmacy Inc,105 E Burnside Ave,,Bronx,NY,10453,Bronx,718-933-1222
SJT DRUG CORP,10512 Northern Blvd,,Corona,NY,11368,Queens,347-507-1126
SKG OF NEW YORK INC,2385 Grand Concourse,,Bronx,NY,10468,Bronx,347-879-7870
Skillman Avenue Pharmacy Corp.,5006 Skillman Ave,,Woodside,NY,11377,Queens,718-565-5454
SKRIPTS INC,49 Mott Street,,New York,NY,10013,New York,917-907-3797
SKS Pharmacy LLC,611 Livonia Ave,,Brooklyn,NY,11207,Kings,718-385-6000
SKY MEDICAL SUPPLY INC,505 Dubois Ave,,Valley Stream,NY,11581,Nassau,516-374-3888
SKY88 LLC,131-07 40Th Road,,Flushing,NY,11355,Queens,718-886-6222
Skycare Pharmacy Inc,85-29 Grand Avenue,,Elmhurst,NY,11373,Queens,718-685-2678
SKYCARE RX INC,"1267 Forest Ave, Suite 7-8",,Staten Island,NY,10302,Richmond,718-524-6625
SLEEPY HOLLOW PHARMACY INC,95 Beekman Ave,,Sleepy Hollow,NY,10591,Westchester,914-366-4000
Slope Drugs and Surgical Supply Inc,406 5Th Ave.,,Brooklyn,NY,11215,Kings,718-788-8899
SLV Pharmacy Inc,86-52 Queens Blvd.,,Elmhurst,NY,11373,Queens,718-457-3192
SMART SCRIPTS INC,2048 Victory Blvd,,Staten Island,NY,10314,Richmond,917-830-0413
SmartHealth Pharmacy LLC,551 86Th St,,Brooklyn,NY,11209,Kings,718-238-2725
SMARTRX PHARMACY INC,1706 Lexington Ave,,New York,NY,10029,New York,718-742-7622
Smartshop Pharmacy Inc,32-17A Beach Channel Drive,Abs768418,Far Rockaway,NY,11691,Queens,718-868-2200
SMS Pharmacy Corp,101 Sherman Ave,Abs530727,New York,NY,10034,New York,212-567-2753
SMS1 PHARMACY CORP,1537 Straight Path #1,,Wyandanch,NY,11798,Suffolk,631-643-4354
SNS DRUGS INC,63-05 39Th Avenue,,Woodside,NY,11377,Queens,718-446-2705
SNVK Pharmacy Inc,47 W 183Rd St,,Bronx,NY,10453,Bronx,718-364-2800
SOBRO PHARMACY INC,2550 3Rd Ave,,Bronx,NY,10454,Bronx,347-721-9292
SOEY RX INC,6902 3Rd Ave,,Brooklyn,NY,11209,Kings,718-238-2444
Sohan Rx Inc,178 Avenue C,Abs695688,New York,NY,10009,New York,212-228-0764
Solomon Pharmacy Corporation,136-89 37Th Ave,Abs766762,Flushing,NY,11354,Queens,718-321-2526
Sono Rx Inc,"82-25 Queens Blvd, #1-B",,Elmhurst,NY,11373,Queens,917-396-4155
Sonrisa Corp,755B East 149Th St,,Bronx,NY,10455,Bronx,718-742-9500
South Broadway Pharmacy Inc,314 South Broadway,,Yonkers,NY,10705,Westchester,914-965-1000
South Fulton Pharmacy Inc,301 S Fulton Ave,Abs768022,Mount Vernon,NY,10553,Westchester,914-667-7772
SOUTH SIDE PHARMACY and HEALTH SHOP LLC,432 Bedford Ave,,Brooklyn,NY,11249,Kings,718-782-7200
SOUTH STATION PHARMACY INC,26 South Station Plaza,,Great Neck,NY,11021,Nassau,516-708-1300
SOUTHERN PHARMACY INC,1301 Southern Boulevard,,Bronx,NY,10459,Bronx,347-918-9300
Southshore Pharmacy Corp,4020 Hylan Blvd,,Staten Island,NY,10308,Richmond,718-948-4848
SPECIALTY CARE PHARMACY INC,4463 3Rd Ave,,Bronx,NY,10457,Bronx,718-933-9010
Spencer Drugs LTD,5702 7Th Ave.,,Brooklyn,NY,11220,Kings,718-439-3852
SPNC Inc,7523 Broadway,Abs406509,Elmhurst,NY,11373,Queens,718-565-8667
SPRINGFIELD PHARMACY INC,90-37 Springfield Blvd,,Queens Village,NY,11428,Queens,718-464-4844
SQUARE PHARMACY INC,8400 Flatlands Avenue,,Brooklyn,NY,11236,Kings,718-269-4000
SR AND AG CORPORATION,250 Kings Hwy,,Brooklyn,NY,11223,Kings,718-946-6899
SR Pharmacy Inc,4329 Broadway,,New York,NY,10033,New York,212-740-8500
SREE SAI INC,8722 Glenwood Rd,,Brooklyn,NY,11236,Kings,718-272-8450
Sreenidhi Pharma Inc,131-13 Rockaway,,South Ozone Park,NY,11420,Queens,718-529-1130
Sreepathi Pharmacy Inc,134-02 Jamaica Ave,,Jamaica,NY,11418,Queens,718-206-4653
SRIN INC,201 Elm St,,Yonkers,NY,10701,Westchester,914-963-1062
SRK Pharmacy Inc,1227 Ogden Ave,Abs717170,Bronx,NY,10452,Bronx,718-293-8777
SS Drugs Inc,449 West 125Th St,,New York,NY,10027,New York,212-665-6007
SS Pharma Inc,39-41 E 170Th Street,,Bronx,NY,10452,Bronx,770-241-6100
SSS Pharmacy Inc,66 Nagle Ave,,New York,NY,10040,New York,212-304-3949
St Gabriel Pharmacy Corp,18 W Burnside Avenue,,Bronx,NY,10453,Bronx,718-294-3770
ST MARY PHARMACY INC,9720 4Th Ave,,Brooklyn,NY,11209,Kings,718-921-2525
St Theresa Pharmacy Corp,3849 10Th Ave.,,New York,NY,10034,New York,212-304-4541
St. George Pharmacy Inc,99 Stuyvesant Pl,,Staten Island,NY,10301,Richmond,718-447-0333
Stand Pharmacy Inc,1515 Southern Blvd.,Abs555747,Bronx,NY,10460,Bronx,718-861-5490
Stanley Pharma LLC,2 South Broadway,,Yonkers,NY,10701,Westchester,914-476-6060
Star Drugs Inc,922 Pennsylvania Avenue,,Brooklyn,NY,11207,Kings,718-649-0499
Star Pharmacy Inc,115 Featherbed Lane Street,,Bronx,NY,10452,Bronx,718-466-1790
STAR TREK PHARMACY INC,57 E Kingsbridge Rd,Abs564542,Bronx,NY,10468,Bronx,718-295-4444
STAR TREK PHARMACY INC,57 E Kingsbridge Rd,,Bronx,NY,10468,Bronx,718-295-4444
STAR TREK PHARMACY INC,57 E Kingsbridge Rd,,Bronx,NY,10468,Bronx,718-295-4444
Starcare Inc,15 East Tremont Avenue,,Bronx,NY,10453,Bronx,718-618-7525
Starrett City Pharmacy LLC,1110 Pennsylvania Ave,,Brooklyn,NY,11207,Kings,718-257-8777
Stat Rx Pharmacy,235 E 167Th St,Abs417651,Bronx,NY,10456,Bronx,718-538-4754
STATEN ISLAND MET FOODS LTD,1177 Hylan Blvd.,,Staten Island,NY,10305,Richmond,718-720-5800
Staten Island Pharmacy Inc,1807 Victory Blvd,,Staten Island,NY,10314,Richmond,718-448-5200
STJ Rx Inc,720 Classon Ave,Abs563056,Brooklyn,NY,11238,Kings,718-399-1800
STM Drug Corp,37-05 83Rd Street,,Jackson Heights,NY,11372,Queens,718-803-3330
Stones Pharmacy Inc,1 Main Street,,Lake Luzerne,NY,12846,Warren,518-696-3214
SUBHAN PHARMACY INC,1067 Coney Island Ave,,Brooklyn,NY,11230,Kings,347-533-4737
SULLIVAN PHARMACY INC,267 North Main Street,,Liberty,NY,12754,Sullivan,845-295-5456
Sun Pharma Inc,1790 Randall Ave,Abs16630,Bronx,NY,10473,Bronx,718-893-2400
SUNNING PHARMACY INC,1836 Hylan Blvd Ste B,,Staten Island,NY,10305,Richmond,917-565-8666
SUNNYSIDE CHEMISTS INC,3927 47Th Ave,,Long Island City,NY,11104,Queens,917-745-0356
SUNRISE PHARMACY I INC,76 11A Broadway,,Elmhurst,NY,11373,Queens,718-507-9277
SUNSET CORNER PHARMACY INC,6002 4Th Avenue,,Brooklyn,NY,11220,Kings,718-491-7289
Sunshine Pharmacy Inc,8003 Atlantic Ave,,Woodhaven,NY,11421,Queens,718-296-1900
SUNSHINE PHARMACY OF NY INC,411 Kingston Ave,,Brooklyn,NY,11225,Kings,718-773-2020
SUPA APNA PHARMACY INC,217 Bethpage Rd Unit 26,,Hicksville,NY,11801,Nassau,516-595-7718
Super Care Pharmacy Inc,41-70 Main Street,,Flushing,NY,11355,Queens,917-563-1730
SUPER CARE RX INC,1056 Coney Island Ave,,Brooklyn,NY,11230,Kings,718-421-5533
Super FL Mart Inc,52 Jericho Turnpike,,Mineola,NY,11501,Nassau,516-873-0888
SUPER HEALTH PHARMACY LLC,6400 Amboy Road,,Staten Island,NY,10309,Richmond,718-967-4600
SUPER RX PHARMACY INC,112-12 Liberty Avenue,,Richmond Hill,NY,11419,Queens,718-845-3540
Superdrugs RX Inc,127-04 Liberty Avenue,,South Richmond Hill,NY,11419,Queens,718-641-1712
SUPREME PHARMACY INC,791 Coney Island Ave,,Brooklyn,NY,11218,Kings,718-282-2000
Surya Pharmacy,125-01 101St Ave,,Richmond Hill,NY,11419,Queens,718-849-7300
SV Bhatt LLC,1249 West 7Th Street,,South Plainfield,NY,07080,Middlesex,908-561-5300
SV DRUGS CORP,411 E 138Th St,,Bronx,NY,10454,Bronx,718-401-7900
SV WELLNESS PHARMACY INC,2173C 68Th Street,,Brooklyn,NY,11204,Kings,718-975-0530
SVA Pharmacy Corp,119-01 Jamaica Ave,,Richmond Hill,NY,11418,Queens,718-847-9850
SwadeshBD Rx Inc,17025 Hillside Ave,,Jamaica,NY,11432,Queens,347-792-4688
SY Pharmacy Inc,241 West 116Th Street,,New York,NY,10026,New York,212-665-8880
SYLHET PHARMACY LLC,8001 101 Ave,,Ozone Park,NY,11416,Queens,718-641-3938
SYNTELEX INC,871 Flatbush Ave,,Brooklyn,NY,11226,Kings,212-300-7273
T and L BELL BLVD GROCERIES INC,47-10 Bell Blvd,,Bayside,NY,11361,Queens,347-221-5288
Taconic Pharmacy Inc,3659 Lee Road,,Jefferson Valley,NY,10535,,914-245-3334
Taino Towers Pharma Inc,2253 3Rd Ave,,New York,NY,10035,New York,212-426-6200
TAKE CARE PHARMACY INC,2134 Starling Ave,,Bronx,NY,10462,Bronx,347-281-9221
TAYLORS PHARMACY INC,1 Northern Blvd,,Great Neck,NY,11021,Nassau,516-226-3755
Tazmi Corp,59 - 05 Roosevelt Ave.,,Woodside,NY,11377,Queens,718-205-8880
Teba Pharmacy Inc,7618 5Th Ave,,Brooklyn,NY,11209,Kings,347-517-4833
Tej Pharmacy Inc,414 Wills Avenue,,Bronx,NY,10454,Bronx,718-585-7061
Tejharsh Inc,2490 Riverfront Center,,Amsterdam,NY,12010,Montgomery,518-843-0500
Tender Pharmacy Inc,7 Bay 35Th Street,,Brooklyn,NY,11229,Kings,347-510-4059
TERESA PHARMA LLC,582 Rockaway Avenue,,Brooklyn,NY,11212,Kings,718-342-3446
TEZ PHARMACY INC,834 Coney Island Avenue,,Brooklyn,NY,11218,Kings,718-284-0100
TFL PHARMACY INC,90-09 37Th Avenue,,Jackson Heights,NY,11372,Queens,718-424-8798
The Floating Hospital Inc,25-01 Queens Plaza N,,Long Island City,NY,11101,Queens,914-556-2511
The J Apothecary Inc,101-21 Jamaica Ave,Abs769259,Richmond Hill,NY,11418,Queens,718-846-8600
The Medicine Store Inc,8 Candlewood Road,,Bayshore,NY,11706,Suffolk,631-300-4670
The New Pharmacy Inc,530 E 170Th St,,Bronx,NY,10456,Bronx,718-992-8299
The Pharmacy at LLC,2541 Ac Powell Jr Blvd,,New York,NY,10039,New York,212-491-7900
THE TRUMP PHARMACY INC,8526 37 Avenue,,Jackson Heights,NY,11372,Queens,718-424-3333
THN Pharmacy Inc,1601 Pitkin Ave,,Brooklyn,NY,11212,Kings,718-484-8730
Three Js Pharmacy Inc,90-12 Elmhurst Ave,Abs390200,Jackson Heights,NY,11372,Queens,718-424-0533
Thriftway 10th Ave Drug Corp,646 10Th Avenue,Abs525709,New York,NY,10036,New York,212-956-1100
Thriftway Church Ave Drug Corp,1621 Church Ave,,Brooklyn,NY,11226,Kings,718-282-4600
Thriftway Far Rockaway Drug Corp,2102 Mott Ave,,Far Rockaway,NY,11691,Queens,718-327-2559
Thriftway Flatbush Ave Drug Corp,542 Flatbush Ave,Abs390205,Brooklyn,NY,11225,Kings,718-284-9800
Throop Pharmacy Inc,241 Throop Ave,,Brooklyn,NY,11206,Kings,718-484-3361
Times One Inc,5415 8Th Ave,,Brooklyn,NY,11220,Kings,718-686-8988
TISANE PHARMACY LLC,340 East 86 Street,,New York,NY,10028,New York,212-517-0037
TJ PHARMACY INC,821 Prospect Ave,,Westbury,NY,11590,Nassau,516-280-9674
TLZ DRUG CORP,2518 Adam Clayton Powell Jr Blvd,,New York,NY,10039,New York,212-939-9594
Todamar Inc,320 S. Transit St,,Lockport,NY,14094,Niagara,716-433-3733
TODT HILL PHARMACY INC,2110 Richmond Rd,,Staten Island,NY,10306,Richmond,718-351-7363
TOMPKINSVILLE RX INC,45 Victory Blvd,,Staten Island,NY,10301,Richmond,718-727-0430
TOP CARE PHARMACY CORP,13604 Northern Blvd. Unit Cu1,,Flushing,NY,11354,Queens,718-886-8833
Top Care Pharmacy Rx LLC,380 Ralph Ave,,Brooklyn,NY,11233,Kings,718-975-8555
Top Choice Pharmacy Corp,97-06 Queens Blvd.,,Rego Park,NY,11374,,718-381-5100
Top Kare Pharmacy Inc,1863 86Th Street,,Brooklyn,NY,11214,Kings,347-492-7831
Top Value Pharmacy LLC,3811 Dyre Ave,,Bronx,NY,10466,Bronx,718-325-1355
TOTAL CARE II INC,1244 Virginia Ave,,Bronx,NY,10472,Bronx,718-684-6284
TOTAL CARE PHARMACY BX INC,1721 Crosby Ave,,Bronx,NY,10461,Bronx,718-823-9300
TOTAL CARE PHARMACY INC,4531 Third Ave,,Bronx,NY,10438,,718-933-9900
Town Drug at Broadway,4785 Broadway,,New York,NY,10034,New York,212-304-9582
Transcript Pharmacy Inc,87 Hemstead Turnpike,,Farmingdale,NY,11735,Nassau,516-777-7040
TRAYMORE CHEMISTS INC,110-80 Queens Blvd,,Forest Hills,NY,11375,Queens,718-261-8440
TREE OF LIFE RX INC,2472 Coney Island Avenue,,Brooklyn,NY,11223,Kings,718-336-0900
Tremont Chemist Inc,822 East Tremont Ave,,Bronx,NY,10460,Bronx,718-466-6551
TREMONT RX PHARMACY INC,720A E Tremont Ave,,Bronx,NY,10457,Bronx,718-450-8220
TRI CARE PHARMACY INC,993 Prospect Ave,,Bronx,NY,10459,Bronx,718-328-3593
Trinity Rx Corp,7521 Myrtle Ave,Abs768618,Glendale,NY,11385,Queens,718-366-2109
Triumph Pharmacy LLC,111-12 Sutphin Blvd,Store #2,Jamaica,NY,11435,Queens,718-529-0300
Trottas West Street Pharmacy,15 Halstead Ave.,,Harrison,NY,10528,Westchester,914-835-1125
TRUCARE PHARMACY OF ROCKLAND INC,358 Route 202,,Pomona,NY,10970,Rockland,845-364-5300
TRUE CARE PHARMACY CORP,164-06 69Th Avenue,,Fresh Meadows,NY,11365,Queens,718-380-3330
TRUEMED PHARMACY CORP,2262 Webster Ave,,Bronx,NY,10457,Bronx,347-879-8144
Trupitsudhir Pharmacy Corp,2901 White Plains Rd,,Bronx,NY,10467,Bronx,718-881-7958
TS Friends Corp,87-20 Jamaica Ave,Abs724835,Woodhaven,NY,11421,Queens,718-374-3265
Tu Farmacia Inc,553 Southern Blvd,,Bronx,NY,10455,Bronx,718-292-8513
TU QUYNH PHARMACY,230 Grand St # A1-2,,New York,NY,10013,New York,212-219-8998
TU QUYNH PHARMACY INC,"230 Grand St, Booth A1-2",,New York,NY,10013,New York,212-219-8998
TU SALUD LLC,615 East 138Th Street,,Bronx,NY,10454,Bronx,718-993-3096
Twin Pharmacy 2 Corp,4073-4075 Broadway,,New York,NY,10032,New York,212-927-3100
Twin Pharmacy Corp,1538 St. Nicholas Ave,,New York,NY,10033,New York,212-927-5570
TYKA PHARMACY Inc,173 Canal Street,,New York,NY,10013,New York,212-343-1517
U Plus Pharmacy,42-23 162Nd St,Abs698916,Flushing,NY,11358,Queens,718-886-1121
U S 1 SUPERMARKET INC,39-12 Main Street,,Flushing,NY,11354,Queens,646-255-0222
U15 Pharmacy,1506 Avenue U,,Brooklyn,NY,11229,Kings,718-336-5883
UC BRONX CORP,8 West Burnside Ave,,Bronx,NY,10453,Bronx,718-484-8590
Ulises Pharmacy Inc,9108 37 Avenue,,Queens,NY,11372,Queens,718-458-4500
Ultra Care Pharmacy Inc,26 East Broadway,,New York,NY,10002,New York,201-941-0888
Umamah Pitkin Pharmacy,2231 Pitkin Ave.,,Brooklyn,NY,11207,Kings,718-485-3724
UMMAT PHARMACY INC,8719 18Th Avenue,,Brooklyn,NY,11214,Kings,347-587-4029
UNICORN PHARMACY INC,2336-A Grand Concourse,,Bronx,NY,10458,Bronx,718-220-2035
Unik Care Pharmacy Inc,25-24 30Th Avenue,,Astoria,NY,11102,Queens,718-726-6774
UNION PHARMACY IN BAYSIDE CORP,194-06 Northern Blvd,,Flushing,NY,11358,Queens,347-438-1400
Union Scripts LLC,18030 Union Turnpike,,Fresh Meadows,NY,11366,Queens,718-969-9500
Union Specialty Pharmacy Inc,265-01 Union Turnpike,,New Hyde Park,NY,11040,Nassau,718-749-5961
UNION WELLNESS PHARMACY INC,161-02 Union St,,Fresh Meadows,NY,11366,Queens,718-480-6726
UNIQUE PHARMACY CORP,1702 Bryant Avenue,,Bronx,NY,10460,Bronx,929-534-0101
